Date,Open,High,Low,Close,Adj Close,Volume
2019-05-31,14.410000,14.500000,14.330000,14.460000,11.677489,15328333
2019-06-03,14.340000,14.535000,14.185000,14.485000,11.697679,13424502
2019-06-04,14.370000,14.705000,14.330000,14.630000,11.814777,5890059
2019-06-05,14.630000,14.770000,14.535000,14.535000,11.738056,15573948
2019-06-06,14.615000,14.690000,14.545000,14.590000,11.782474,22498722
2019-06-07,14.690000,14.835000,14.650000,14.660000,11.839004,8925387
2019-06-10,14.770000,14.810000,14.630000,14.630000,11.814777,3612902
2019-06-11,14.710000,14.765000,14.660000,14.670000,11.847078,8882964
2019-06-12,14.560000,14.590000,14.370000,14.370000,11.604808,5203714
2019-06-13,14.400000,14.525000,14.360000,14.395000,11.624998,8318238
2019-06-14,14.400000,14.465000,14.235000,14.300000,11.548277,6682411
2019-06-17,13.905000,13.905000,13.635000,13.635000,11.414336,12793686
2019-06-18,13.675000,13.890000,13.580000,13.880000,11.619433,15307766
2019-06-19,13.900000,13.940000,13.695000,13.695000,11.464563,18840551
2019-06-20,13.785000,13.940000,13.610000,13.870000,11.611062,13791032
2019-06-21,13.890000,14.075000,13.870000,14.075000,11.782675,17338661
2019-06-24,13.995000,14.175000,13.880000,13.910000,11.644547,16301536
2019-06-25,13.920000,13.925000,13.710000,13.770000,11.527349,11804556
2019-06-26,13.840000,13.940000,13.810000,13.895000,11.631991,8324545
2019-06-27,13.940000,13.945000,13.705000,13.710000,11.477121,5230154
2019-06-28,13.715000,13.785000,13.605000,13.785000,11.539906,5851206
2019-07-01,13.910000,14.095000,13.875000,14.095000,11.799417,10412003
2019-07-02,14.020000,14.140000,13.940000,13.940000,11.669662,4596950
2019-07-03,13.910000,13.940000,13.775000,13.775000,11.531534,6998882
2019-07-04,13.775000,13.870000,13.705000,13.770000,11.527349,6132208
2019-07-05,13.800000,13.830000,13.720000,13.740000,11.502234,3717757
2019-07-08,13.795000,13.845000,13.720000,13.755000,11.514792,4183782
2019-07-09,13.700000,13.735000,13.590000,13.695000,11.464563,6763637
2019-07-10,13.710000,13.885000,13.600000,13.790000,11.544090,10180377
2019-07-11,13.900000,13.965000,13.805000,13.845000,11.590134,8810005
2019-07-12,13.850000,14.000000,13.850000,13.950000,11.678033,7462331
2019-07-15,13.950000,14.000000,13.860000,13.920000,11.652919,6554679
2019-07-16,13.880000,13.905000,13.775000,13.780000,11.535721,16487387
2019-07-17,13.715000,13.720000,13.495000,13.495000,11.297136,4659265
2019-07-18,13.450000,13.465000,13.255000,13.275000,11.112967,7134270
2019-07-19,13.340000,13.410000,13.225000,13.305000,11.138081,7686244
2019-07-22,13.355000,13.395000,13.280000,13.295000,11.129710,4728196
2019-07-23,13.380000,13.555000,13.310000,13.480000,11.284578,15866847
2019-07-24,14.000000,14.320000,13.825000,14.290000,11.962659,32448282
2019-07-25,14.420000,14.640000,14.295000,14.540000,12.171943,9656115
2019-07-26,14.545000,14.680000,14.405000,14.585000,12.209614,16305535
2019-07-29,14.555000,14.590000,14.470000,14.570000,12.197057,15149883
2019-07-30,14.590000,14.670000,14.280000,14.370000,12.029630,15653859
2019-07-31,14.445000,14.570000,14.385000,14.385000,12.042186,14594872
2019-08-01,14.415000,14.415000,14.180000,14.270000,11.945916,3636173
2019-08-02,14.010000,14.085000,13.760000,13.815000,11.565019,6627375
2019-08-05,13.735000,13.740000,13.505000,13.580000,11.368293,5569305
2019-08-06,13.560000,13.645000,13.405000,13.405000,11.221794,4819873
2019-08-07,13.425000,13.505000,13.125000,13.160000,11.016697,13049548
2019-08-08,13.300000,13.380000,13.155000,13.230000,11.075295,7055457
2019-08-09,13.250000,13.280000,13.040000,13.120000,10.983211,6931066
2019-08-12,13.165000,13.210000,12.935000,12.955000,10.845083,6919282
2019-08-13,12.920000,13.255000,12.850000,13.090000,10.958097,6409728
2019-08-14,13.100000,13.105000,12.655000,12.700000,10.631614,10325603
2019-08-15,12.745000,12.795000,12.365000,12.480000,10.447445,5751405
2019-08-16,12.515000,12.590000,12.435000,12.475000,10.443258,6267801
2019-08-19,12.620000,12.820000,12.565000,12.820000,10.732070,4525228
2019-08-20,12.730000,12.770000,12.555000,12.555000,10.510229,6881706
2019-08-21,12.630000,12.870000,12.630000,12.800000,10.715328,5700491
2019-08-22,12.750000,12.940000,12.680000,12.785000,10.702770,6467407
2019-08-23,12.810000,12.830000,12.525000,12.550000,10.506044,12567367
2019-08-26,12.490000,12.665000,12.455000,12.595000,10.543715,1917867
2019-08-27,12.550000,12.745000,12.530000,12.550000,10.506044,12347131
2019-08-28,12.615000,12.880000,12.530000,12.880000,10.782299,21470838
2019-08-29,12.790000,13.080000,12.735000,13.065000,10.937169,5708439
2019-08-30,13.095000,13.380000,13.085000,13.220000,11.066924,8635970
2019-09-02,13.235000,13.455000,13.235000,13.370000,11.192495,5085282
2019-09-03,13.385000,13.470000,13.255000,13.310000,11.142266,7990633
2019-09-04,13.450000,13.590000,13.360000,13.560000,11.351550,7397860
2019-09-05,13.490000,13.920000,13.490000,13.775000,11.531534,8994851
2019-09-06,13.770000,13.785000,13.605000,13.615000,11.397593,6581679
2019-09-09,13.735000,13.920000,13.720000,13.880000,11.619433,6587844
2019-09-10,13.950000,14.195000,13.940000,14.155000,11.849645,6067110
2019-09-11,14.225000,14.270000,14.005000,14.015000,11.732447,4875022
2019-09-12,14.005000,14.010000,13.690000,13.835000,11.581762,6150337
2019-09-13,13.850000,14.100000,13.830000,13.985000,11.707333,6733473
2019-09-16,14.255000,14.415000,14.095000,14.135000,11.832903,10026824
2019-09-17,14.220000,14.285000,13.820000,14.015000,11.732447,13383773
2019-09-18,13.920000,14.145000,13.860000,14.065000,11.774303,7069463
2019-09-19,14.075000,14.335000,13.975000,14.260000,11.937546,7256663
2019-09-20,14.215000,14.340000,14.075000,14.210000,11.895688,14850615
2019-09-23,14.255000,14.330000,14.135000,14.305000,11.975217,4590713
2019-09-24,14.350000,14.375000,14.090000,14.165000,11.858018,4472923
2019-09-25,14.055000,14.140000,13.910000,14.085000,11.791046,8125033
2019-09-26,14.035000,14.265000,14.035000,14.155000,11.849645,4205594
2019-09-27,14.225000,14.435000,14.225000,14.305000,11.975217,6592084
2019-09-30,14.315000,14.430000,14.215000,14.340000,12.004517,5126424
2019-10-01,14.350000,14.450000,14.230000,14.305000,11.975217,4678477
2019-10-02,14.320000,14.320000,13.970000,13.970000,11.694777,9109048
2019-10-03,13.950000,13.950000,13.625000,13.735000,11.498048,6147404
2019-10-04,13.780000,13.870000,13.705000,13.785000,11.539906,5020819
2019-10-07,13.830000,14.095000,13.745000,14.095000,11.799417,5864343
2019-10-08,14.120000,14.180000,13.795000,13.940000,11.669662,3762971
2019-10-09,13.815000,14.165000,13.765000,14.090000,11.795232,4715143
2019-10-10,14.045000,14.375000,14.020000,14.310000,11.979402,5468324
2019-10-11,14.365000,14.555000,14.360000,14.555000,12.184501,6208875
2019-10-14,14.430000,14.540000,14.370000,14.525000,12.159386,4052594
2019-10-15,14.590000,14.775000,14.505000,14.715000,12.318442,8816222
2019-10-16,14.660000,14.825000,14.570000,14.735000,12.335183,5636046
2019-10-17,14.660000,14.955000,14.635000,14.675000,12.284956,8908103
2019-10-18,14.665000,14.745000,14.460000,14.500000,12.138457,6975835
2019-10-21,14.470000,14.670000,14.465000,14.570000,12.197057,4950950
2019-10-22,14.625000,14.690000,14.565000,14.600000,12.222172,7777126
2019-10-23,14.555000,14.785000,14.555000,14.775000,12.368668,4078331
2019-10-24,14.800000,15.000000,14.780000,14.925000,12.494240,4454748
2019-10-25,14.925000,15.035000,14.890000,14.990000,12.548654,3639909
2019-10-28,15.040000,15.190000,15.000000,15.115000,12.653295,4449664
2019-10-29,15.085000,15.115000,14.905000,15.050000,12.598882,5508978
2019-10-30,15.015000,15.095000,14.860000,14.940000,12.506797,6910004
2019-10-31,14.855000,15.310000,14.670000,14.700000,12.305883,17400412
2019-11-01,15.080000,15.200000,15.005000,15.145000,12.678410,6869537
2019-11-04,15.265000,15.590000,15.195000,15.470000,12.950479,6922644
2019-11-05,15.455000,15.665000,15.385000,15.415000,12.904436,10035752
2019-11-06,15.350000,15.410000,15.090000,15.130000,12.665852,15736300
2019-11-07,15.130000,15.245000,14.920000,15.145000,12.678410,11897805
2019-11-08,15.160000,15.160000,14.880000,15.040000,12.590509,5421084
2019-11-11,15.040000,15.070000,14.865000,15.030000,12.582138,7725855
2019-11-12,15.095000,15.190000,14.935000,15.020000,12.573768,4518505
2019-11-13,14.880000,14.905000,14.625000,14.720000,12.322626,8384914
2019-11-14,14.670000,14.780000,14.595000,14.595000,12.217986,5301849
2019-11-15,14.685000,14.770000,14.555000,14.690000,12.297513,5231570
